Name,Position,Market Value,Year,Team
Gabriel Martinelli,Left Winger,€80.00m,2022,arsenal fc
Leandro Trossard,Left Winger,€35.00m,2022,arsenal fc
Reiss Nelson,Left Winger,€12.00m,2022,arsenal fc
Charles Sagoe Jr,Left Winger,-,2022,arsenal fc
Bukayo Saka,Right Winger,€120.00m,2022,arsenal fc
Nicolas Pépé,Right Winger,€18.00m,2022,arsenal fc
Marquinhos,Right Winger,€12.00m,2022,arsenal fc
Amario Cozier-Duberry,Right Winger,€300k,2022,arsenal fc
Gabriel Jesus,Centre-Forward,€75.00m,2022,arsenal fc
Eddie Nketiah,Centre-Forward,€25.00m,2022,arsenal fc
Khayon Edwards,Centre-Forward,€300k,2022,arsenal fc
Nathan Butler-Oyedeji,Centre-Forward,€100k,2022,arsenal fc
Kepa Arrizabalaga,Goalkeeper,€18.00m,2022,chelsea fc
Edouard Mendy,Goalkeeper,€12.00m,2022,chelsea fc
Gabriel Slonina,Goalkeeper,€9.00m,2022,chelsea fc
Marcus Bettinelli,Goalkeeper,€1.50m,2022,chelsea fc
Lucas Bergström,Goalkeeper,€250k,2022,chelsea fc
Ethan Wady,Goalkeeper,-,2022,chelsea fc
Wesley Fofana,Centre-Back,€55.00m,2022,chelsea fc
Benoît Badiashile,Centre-Back,€40.00m,2022,chelsea fc
Trevoh Chalobah,Centre-Back,€18.00m,2022,chelsea fc
Kalidou Koulibaly,Centre-Back,€15.00m,2022,chelsea fc
Ethan Ampadu,Centre-Back,€9.00m,2022,chelsea fc
César Azpilicueta,Centre-Back,€5.00m,2022,chelsea fc
Thiago Silva,Centre-Back,€2.00m,2022,chelsea fc
Ben Chilwell,Left-Back,€35.00m,2022,chelsea fc
Marc Cucurella,Left-Back,€35.00m,2022,chelsea fc
Lewis Hall,Left-Back,€10.00m,2022,chelsea fc
Bashir Humphreys,Left-Back,€3.00m,2022,chelsea fc
Abdul Rahman Baba,Left-Back,€1.20m,2022,chelsea fc
Reece James,Right-Back,€65.00m,2022,chelsea fc
Alfie Gilchrist,Right-Back,-,2022,chelsea fc
Jorginho,Defensive Midfield,€25.00m,2022,chelsea fc
Denis Zakaria,Defensive Midfield,€18.00m,2022,chelsea fc
N'Golo Kanté,Defensive Midfield,€15.00m,2022,chelsea fc
Billy Gilmour,Defensive Midfield,€12.00m,2022,chelsea fc
Enzo Fernández,Central Midfield,€80.00m,2022,chelsea fc
Mateo Kovacic,Central Midfield,€38.00m,2022,chelsea fc
Conor Gallagher,Central Midfield,€32.00m,2022,chelsea fc
Ruben Loftus-Cheek,Central Midfield,€25.00m,2022,chelsea fc
Carney Chukwuemeka,Central Midfield,€15.00m,2022,chelsea fc
Mason Mount,Attacking Midfield,€60.00m,2022,chelsea fc
Harvey Vale,Attacking Midfield,€2.00m,2022,chelsea fc
Omari Hutchinson,Attacking Midfield,€1.00m,2022,chelsea fc
Mykhaylo Mudryk,Left Winger,€50.00m,2022,chelsea fc
Callum Hudson-Odoi,Left Winger,€15.00m,2022,chelsea fc
Raheem Sterling,Right Winger,€55.00m,2022,chelsea fc
Noni Madueke,Right Winger,€30.00m,2022,chelsea fc
Christian Pulisic,Right Winger,€25.00m,2022,chelsea fc
Hakim Ziyech,Right Winger,€16.00m,2022,chelsea fc
João Félix,Other,€50.00m,2022,chelsea fc
Kai Havertz,Centre-Forward,€55.00m,2022,chelsea fc
Armando Broja,Centre-Forward,€28.00m,2022,chelsea fc
David Datro Fofana,Centre-Forward,€10.00m,2022,chelsea fc
Pierre-Emerick Aubameyang,Centre-Forward,€4.00m,2022,chelsea fc
Dean Henderson,Goalkeeper,€18.00m,2022,manchester united
David de Gea,Goalkeeper,€13.00m,2022,manchester united
Matej Kovar,Goalkeeper,€1.80m,2022,manchester united
Martin Dúbravka,Goalkeeper,€1.50m,2022,manchester united
Jack Butland,Goalkeeper,€1.50m,2022,manchester united
Tom Heaton,Goalkeeper,€500k,2022,manchester united
Nathan Bishop,Goalkeeper,€300k,2022,manchester united
Radek Vítek,Goalkeeper,€150k,2022,manchester united
Lisandro Martínez,Centre-Back,€50.00m,2022,manchester united
Raphaël Varane,Centre-Back,€35.00m,2022,manchester united
Harry Maguire,Centre-Back,€20.00m,2022,manchester united
Victor Lindelöf,Centre-Back,€18.00m,2022,manchester united
Teden Mengi,Centre-Back,€2.00m,2022,manchester united
Phil Jones,Centre-Back,€1.50m,2022,manchester united
Rhys Bennett,Centre-Back,-,2022,manchester united
Tyler Fredricson,Centre-Back,-,2022,manchester united
Luke Shaw,Left-Back,€42.00m,2022,manchester united
Tyrell Malacia,Left-Back,€22.00m,2022,manchester united
Brandon Williams,Left-Back,€7.00m,2022,manchester united
Álvaro Carreras,Left-Back,€7.00m,2022,manchester united
Diogo Dalot,Right-Back,€40.00m,2022,manchester united
Aaron Wan-Bissaka,Right-Back,€25.00m,2022,manchester united
Axel Tuanzebe,Right-Back,€4.50m,2022,manchester united
Marc Jurado,Right-Back,-,2022,manchester united
Casemiro,Defensive Midfield,€40.00m,2022,manchester united
James Garner,Defensive Midfield,€14.00m,2022,manchester united
Scott McTominay,Central Midfield,€25.00m,2022,manchester united
Marcel Sabitzer,Central Midfield,€20.00m,2022,manchester united
Fred,Central Midfield,€20.00m,2022,manchester united
Donny van de Beek,Central Midfield,€13.00m,2022,manchester united
Zidane Iqbal,Central Midfield,€1.00m,2022,manchester united
Kobbie Mainoo,Central Midfield,€800k,2022,manchester united
Bruno Fernandes,Attacking Midfield,€75.00m,2022,manchester united
Christian Eriksen,Attacking Midfield,€22.00m,2022,manchester united
Hannibal,Attacking Midfield,€8.00m,2022,manchester united
Marcus Rashford,Left Winger,€80.00m,2022,manchester united
Jadon Sancho,Left Winger,€45.00m,2022,manchester united
Alejandro Garnacho,Left Winger,€25.00m,2022,manchester united
Shola Shoretire,Left Winger,€4.00m,2022,manchester united
Antony,Right Winger,€60.00m,2022,manchester united
Amad Diallo,Right Winger,€18.00m,2022,manchester united
Anthony Elanga,Right Winger,€18.00m,2022,manchester united
Facundo Pellistri,Right Winger,€6.00m,2022,manchester united
Mason Greenwood,Right Winger,-,2022,manchester united
Cristiano Ronaldo,Centre-Forward,€15.00m,2022,manchester united
Anthony Martial,Centre-Forward,€15.00m,2022,manchester united
Wout Weghorst,Centre-Forward,€12.00m,2022,manchester united
Charlie McNeill,Centre-Forward,€200k,2022,manchester united
Alisson,Goalkeeper,€35.00m,2022,liverpool fc
Caoimhín Kelleher,Goalkeeper,€12.00m,2022,liverpool fc
Adrián,Goalkeeper,€800k,2022,liverpool fc
Harvey Davies,Goalkeeper,€300k,2022,liverpool fc
Ibrahima Konaté,Centre-Back,€38.00m,2022,liverpool fc
Virgil van Dijk,Centre-Back,€35.00m,2022,liverpool fc
Joe Gomez,Centre-Back,€22.00m,2022,liverpool fc
Joël Matip,Centre-Back,€12.00m,2022,liverpool fc
Sepp van den Berg,Centre-Back,€5.00m,2022,liverpool fc
Nat Phillips,Centre-Back,€4.00m,2022,liverpool fc
Rhys Williams,Centre-Back,€2.00m,2022,liverpool fc
Jarell Quansah,Centre-Back,€400k,2022,liverpool fc
Luke Chambers,Centre-Back,€300k,2022,liverpool fc
Andrew Robertson,Left-Back,€40.00m,2022,liverpool fc
Konstantinos Tsimikas,Left-Back,€18.00m,2022,liverpool fc
Trent Alexander-Arnold,Right-Back,€65.00m,2022,liverpool fc
Calvin Ramsay,Right-Back,€5.00m,2022,liverpool fc
Fabinho,Defensive Midfield,€42.00m,2022,liverpool fc
Arthur Melo,Defensive Midfield,€15.00m,2022,liverpool fc
Stefan Bajcetic,Defensive Midfield,€13.00m,2022,liverpool fc
Jordan Henderson,Defensive Midfield,€10.00m,2022,liverpool fc
Curtis Jones,Central Midfield,€22.00m,2022,liverpool fc
Thiago Alcántara,Central Midfield,€15.00m,2022,liverpool fc
Naby Keïta,Central Midfield,€12.00m,2022,liverpool fc
Alex Oxlade-Chamberlain,Central Midfield,€7.00m,2022,liverpool fc
James Milner,Central Midfield,€1.50m,2022,liverpool fc
Bobby Clark,Central Midfield,€350k,2022,liverpool fc
Jake Cain,Central Midfield,€200k,2022,liverpool fc
Harvey Elliott,Attacking Midfield,€35.00m,2022,liverpool fc
Fábio Carvalho,Attacking Midfield,€16.00m,2022,liverpool fc
Luis Díaz,Left Winger,€75.00m,2022,liverpool fc
Cody Gakpo,Left Winger,€55.00m,2022,liverpool fc
Diogo Jota,Left Winger,€50.00m,2022,liverpool fc
Mohamed Salah,Right Winger,€65.00m,2022,liverpool fc
Ben Doak,Right Winger,-,2022,liverpool fc
Melkamu Frauendorf,Right Winger,-,2022,liverpool fc
Darwin Núñez,Centre-Forward,€65.00m,2022,liverpool fc
Roberto Firmino,Centre-Forward,€18.00m,2022,liverpool fc
Layton Stewart,Centre-Forward,-,2022,liverpool fc
Hugo Lloris,Goalkeeper,€3.00m,2022,tottenham hotspur
Fraser Forster,Goalkeeper,€1.50m,2022,tottenham hotspur
Alfie Whiteman,Goalkeeper,€500k,2022,tottenham hotspur
Brandon Austin,Goalkeeper,€300k,2022,tottenham hotspur
Cristian Romero,Centre-Back,€60.00m,2022,tottenham hotspur
Eric Dier,Centre-Back,€18.00m,2022,tottenham hotspur
Davinson Sánchez,Centre-Back,€15.00m,2022,tottenham hotspur
Ben Davies,Centre-Back,€15.00m,2022,tottenham hotspur
Clément Lenglet,Centre-Back,€10.00m,2022,tottenham hotspur
Japhet Tanganga,Centre-Back,€7.00m,2022,tottenham hotspur
Ryan Sessegnon,Left-Back,€18.00m,2022,tottenham hotspur
Djed Spence,Left-Back,€10.00m,2022,tottenham hotspur
Pedro Porro,Right-Back,€40.00m,2022,tottenham hotspur
Emerson Royal,Right-Back,€20.00m,2022,tottenham hotspur
Matt Doherty,Right-Back,€5.00m,2022,tottenham hotspur
Pierre-Emile Højbjerg,Defensive Midfield,€45.00m,2022,tottenham hotspur
Rodrigo Bentancur,Defensive Midfield,€40.00m,2022,tottenham hotspur
Yves Bissouma,Defensive Midfield,€18.00m,2022,tottenham hotspur
Oliver Skipp,Defensive Midfield,€15.00m,2022,tottenham hotspur
Harvey White,Defensive Midfield,€600k,2022,tottenham hotspur
Matthew Craig,Defensive Midfield,-,2022,tottenham hotspur
George Abbott,Defensive Midfield,-,2022,tottenham hotspur
Pape Matar Sarr,Central Midfield,€15.00m,2022,tottenham hotspur
Dejan Kulusevski,Attacking Midfield,€50.00m,2022,tottenham hotspur
Alfie Devine,Attacking Midfield,€900k,2022,tottenham hotspur
Heung-min Son,Left Winger,€50.00m,2022,tottenham hotspur
Arnaut Danjuma,Left Winger,€25.00m,2022,tottenham hotspur
Bryan Gil,Left Winger,€15.00m,2022,tottenham hotspur
Ivan Perišić,Left Winger,€7.00m,2022,tottenham hotspur
Romaine Mundle,Left Winger,€300k,2022,tottenham hotspur
Yago Santiago,Left Winger,-,2022,tottenham hotspur
Lucas Moura,Right Winger,€6.00m,2022,tottenham hotspur
Harry Kane,Centre-Forward,€90.00m,2022,tottenham hotspur
Richarlison,Centre-Forward,€48.00m,2022,tottenham hotspur
Nick Pope,Goalkeeper,€20.00m,2022,newcastle united
Martin Dúbravka,Goalkeeper,€1.50m,2022,newcastle united
Loris Karius,Goalkeeper,€1.20m,2022,newcastle united
Karl Darlow,Goalkeeper,€1.00m,2022,newcastle united
Mark Gillespie,Goalkeeper,€300k,2022,newcastle united
Sven Botman,Centre-Back,€45.00m,2022,newcastle united
Fabian Schär,Centre-Back,€10.00m,2022,newcastle united
Dan Burn,Centre-Back,€10.00m,2022,newcastle united
Jamaal Lascelles,Centre-Back,€4.50m,2022,newcastle united
Federico Fernández,Centre-Back,€700k,2022,newcastle united
Ciaran Clark,Centre-Back,€600k,2022,newcastle united
Kell Watts,Centre-Back,€300k,2022,newcastle united
Matt Targett,Left-Back,€13.00m,2022,newcastle united
Jamal Lewis,Left-Back,€6.00m,2022,newcastle united
Paul Dummett,Left-Back,€1.00m,2022,newcastle united
Kieran Trippier,Right-Back,€11.00m,2022,newcastle united
Emil Krafth,Right-Back,€3.00m,2022,newcastle united
Javier Manquillo,Right-Back,€2.50m,2022,newcastle united
Harrison Ashby,Right-Back,€1.00m,2022,newcastle united
Bruno Guimarães,Defensive Midfield,€70.00m,2022,newcastle united
Isaac Hayden,Defensive Midfield,€3.50m,2022,newcastle united
Joelinton,Central Midfield,€42.00m,2022,newcastle united
Joe Willock,Central Midfield,€38.00m,2022,newcastle united
Sean Longstaff,Central Midfield,€25.00m,2022,newcastle united
Elliot Anderson,Central Midfield,€8.00m,2022,newcastle united
Jonjo Shelvey,Central Midfield,€5.00m,2022,newcastle united
Jeff Hendrick,Central Midfield,€1.50m,2022,newcastle united
Matty Longstaff,Central Midfield,€1.00m,2022,newcastle united
Lewis Miley,Central Midfield,-,2022,newcastle united
Matt Ritchie,Other,€1.00m,2022,newcastle united
Anthony Gordon,Left Winger,€35.00m,2022,newcastle united
Allan Saint-Maximin,Left Winger,€32.00m,2022,newcastle united
Ryan Fraser,Left Winger,€6.00m,2022,newcastle united
Miguel Almirón,Right Winger,€32.00m,2022,newcastle united
Jacob Murphy,Right Winger,€15.00m,2022,newcastle united
Alexander Isak,Centre-Forward,€70.00m,2022,newcastle united
Callum Wilson,Centre-Forward,€16.00m,2022,newcastle united
Chris Wood,Centre-Forward,€8.00m,2022,newcastle united
Robert Sánchez,Goalkeeper,€22.00m,2022,brighton & hove albion
Jason Steele,Goalkeeper,€4.00m,2022,brighton & hove albion
Tom McGill,Goalkeeper,€600k,2022,brighton & hove albion
Levi Colwill,Centre-Back,€30.00m,2022,brighton & hove albion
Adam Webster,Centre-Back,€25.00m,2022,brighton & hove albion
Lewis Dunk,Centre-Back,€16.00m,2022,brighton & hove albion
Jan Paul van Hecke,Centre-Back,€5.00m,2022,brighton & hove albion
Ed Turns,Centre-Back,€350k,2022,brighton & hove albion
Antef Tsoungui,Centre-Back,€250k,2022,brighton & hove albion
Pervis Estupiñán,Left-Back,€32.00m,2022,brighton & hove albion
Haydon Roberts,Left-Back,€700k,2022,brighton & hove albion
James Furlong,Left-Back,€275k,2022,brighton & hove albion
Imari Samuels,Left-Back,€150k,2022,brighton & hove albion
Tariq Lamptey,Right-Back,€12.00m,2022,brighton & hove albion
Joël Veltman,Right-Back,€10.00m,2022,brighton & hove albion
Odeluga Offiah,Right-Back,€200k,2022,brighton & hove albion
Moisés Caicedo,Defensive Midfield,€75.00m,2022,brighton & hove albion
Billy Gilmour,Defensive Midfield,€12.00m,2022,brighton & hove albion
Jack Hinchy,Defensive Midfield,€100k,2022,brighton & hove albion
Jack Hinshelwood,Defensive Midfield,-,2022,brighton & hove albion
Alexis Mac Allister,Central Midfield,€65.00m,2022,brighton & hove albion
Jakub Moder,Central Midfield,€10.00m,2022,brighton & hove albion
Pascal Groß,Central Midfield,€8.00m,2022,brighton & hove albion
Yasin Ayari,Central Midfield,€6.00m,2022,brighton & hove albion
Steven Alzate,Central Midfield,€4.00m,2022,brighton & hove albion
Taylor Richards,Central Midfield,€400k,2022,brighton & hove albion
Jack Spong,Central Midfield,€150k,2022,brighton & hove albion
Enock Mwepu,Central Midfield,-,2022,brighton & hove albion
Julio Enciso,Attacking Midfield,€22.00m,2022,brighton & hove albion
Facundo Buonanotte,Attacking Midfield,€12.00m,2022,brighton & hove albion
Adam Lallana,Attacking Midfield,€1.20m,2022,brighton & hove albion
Andrew Moran,Attacking Midfield,€300k,2022,brighton & hove albion
Leandro Trossard,Left Winger,€35.00m,2022,brighton & hove albion
Kaoru Mitoma,Left Winger,€32.00m,2022,brighton & hove albion
Jeremy Sarmiento,Left Winger,€5.00m,2022,brighton & hove albion
Cameron Peupion,Left Winger,€125k,2022,brighton & hove albion
Solly March,Right Winger,€22.00m,2022,brighton & hove albion
Evan Ferguson,Centre-Forward,€30.00m,2022,brighton & hove albion
Neal Maupay,Centre-Forward,€10.00m,2022,brighton & hove albion
Deniz Undav,Centre-Forward,€10.00m,2022,brighton & hove albion
Danny Welbeck,Centre-Forward,€7.00m,2022,brighton & hove albion
Aaron Connolly,Centre-Forward,€4.00m,2022,brighton & hove albion
Emiliano Martínez,Goalkeeper,€28.00m,2022,aston villa
Robin Olsen,Goalkeeper,€1.50m,2022,aston villa
Jed Steer,Goalkeeper,€500k,2022,aston villa
Viljami Sinisalo,Goalkeeper,€500k,2022,aston villa
Oliwier Zych,Goalkeeper,€50k,2022,aston villa
Filip Marschall,Goalkeeper,-,2022,aston villa
James Wright,Goalkeeper,-,2022,aston villa
Ezri Konsa,Centre-Back,€25.00m,2022,aston villa
Tyrone Mings,Centre-Back,€22.00m,2022,aston villa
Diego Carlos,Centre-Back,€20.00m,2022,aston villa
Jan Bednarek,Centre-Back,€14.00m,2022,aston villa
Calum Chambers,Centre-Back,€8.00m,2022,aston villa
Kortney Hause,Centre-Back,€2.20m,2022,aston villa
Lamare Bogarde,Centre-Back,€450k,2022,aston villa
Josh Feeney,Centre-Back,€300k,2022,aston villa
Sil Swinkels,Centre-Back,€150k,2022,aston villa
Álex Moreno,Left-Back,€15.00m,2022,aston villa
Lucas Digne,Left-Back,€15.00m,2022,aston villa
Ludwig Augustinsson,Left-Back,€2.50m,2022,aston villa
Sebastian Revan,Left-Back,-,2022,aston villa
Travis Patterson,Left-Back,-,2022,aston villa
Matty Cash,Right-Back,€25.00m,2022,aston villa
Ashley Young,Right-Back,€600k,2022,aston villa
Boubacar Kamara,Defensive Midfield,€30.00m,2022,aston villa
Leander Dendoncker,Defensive Midfield,€15.00m,2022,aston villa
Marvelous Nakamba,Defensive Midfield,€4.00m,2022,aston villa
Jacob Ramsey,Central Midfield,€42.00m,2022,aston villa
Douglas Luiz,Central Midfield,€40.00m,2022,aston villa
John McGinn,Central Midfield,€27.00m,2022,aston villa
Morgan Sanson,Central Midfield,€6.00m,2022,aston villa
Tim Iroegbunam,Central Midfield,€5.00m,2022,aston villa
Emiliano Buendía,Attacking Midfield,€28.00m,2022,aston villa
Philippe Coutinho,Attacking Midfield,€10.00m,2022,aston villa
Tommi O'Reilly,Attacking Midfield,-,2022,aston villa
Jaden Philogene,Left Winger,€2.80m,2022,aston villa
Kadan Young,Left Winger,-,2022,aston villa
Leon Bailey,Right Winger,€28.00m,2022,aston villa
Bertrand Traoré,Right Winger,€12.00m,2022,aston villa
Ollie Watkins,Centre-Forward,€40.00m,2022,aston villa
Danny Ings,Centre-Forward,€12.00m,2022,aston villa
Cameron Archer,Centre-Forward,€12.00m,2022,aston villa
Jhon Durán,Centre-Forward,€12.00m,2022,aston villa
Keinan Davis,Centre-Forward,€3.00m,2022,aston villa
Danny Ward,Goalkeeper,€6.00m,2022,leicester city
Daniel Iversen,Goalkeeper,€5.00m,2022,leicester city
Alex Smithies,Goalkeeper,€500k,2022,leicester city
Wesley Fofana,Centre-Back,€55.00m,2022,leicester city
Wout Faes,Centre-Back,€20.00m,2022,leicester city
Çağlar Söyüncü,Centre-Back,€15.00m,2022,leicester city
Harry Souttar,Centre-Back,€15.00m,2022,leicester city
Daniel Amartey,Centre-Back,€12.00m,2022,leicester city
Jannik Vestergaard,Centre-Back,€4.00m,2022,leicester city
Jonny Evans,Centre-Back,€2.00m,2022,leicester city
Lewis Brunt,Centre-Back,€100k,2022,leicester city
Victor Kristiansen,Left-Back,€12.00m,2022,leicester city
Luke Thomas,Left-Back,€12.00m,2022,leicester city
Ryan Bertrand,Left-Back,€800k,2022,leicester city
Timothy Castagne,Right-Back,€25.00m,2022,leicester city
James Justin,Right-Back,€20.00m,2022,leicester city
Ricardo Pereira,Right-Back,€10.00m,2022,leicester city
Joe Wormleighton,Right-Back,-,2022,leicester city
Wilfred Ndidi,Defensive Midfield,€25.00m,2022,leicester city
Boubakary Soumaré,Defensive Midfield,€20.00m,2022,leicester city
Hamza Choudhury,Defensive Midfield,€5.00m,2022,leicester city
Nampalys Mendy,Defensive Midfield,€2.50m,2022,leicester city
Sammy Braybrooke,Defensive Midfield,€250k,2022,leicester city
Youri Tielemans,Central Midfield,€25.00m,2022,leicester city
Kiernan Dewsbury-Hall,Central Midfield,€25.00m,2022,leicester city
Dennis Praet,Central Midfield,€7.00m,2022,leicester city
Marc Albrighton,Other,€1.00m,2022,leicester city
James Maddison,Attacking Midfield,€60.00m,2022,leicester city
Will Alves,Attacking Midfield,-,2022,leicester city
Harvey Barnes,Left Winger,€35.00m,2022,leicester city
Tetê,Right Winger,€25.00m,2022,leicester city
Kasey McAteer,Right Winger,€250k,2022,leicester city
Wanya Marçal,Right Winger,-,2022,leicester city
