Name,Position,Market Value,Year,Team
Celestine Babayaro,Left-Back,€3.40m,2006,newcastle united
Olivier Bernard,Left-Back,€1.50m,2006,newcastle united
Stephen Carr,Right-Back,€3.10m,2006,newcastle united
Nicky Butt,Defensive Midfield,€3.30m,2006,newcastle united
Scott Parker,Central Midfield,€12.00m,2006,newcastle united
Emre Belözoğlu,Central Midfield,€10.00m,2006,newcastle united
James Milner,Central Midfield,€4.70m,2006,newcastle united
Matthew Pattison,Central Midfield,€150k,2006,newcastle united
Kieron Dyer,Other,€9.20m,2006,newcastle united
Nolberto Solano,Other,€4.60m,2006,newcastle united
Alan O'Brien,Other,€650k,2006,newcastle united
Antoine Sibierski,Attacking Midfield,€2.40m,2006,newcastle united
James Troisi,Attacking Midfield,-,2006,newcastle united
Albert Luque,Left Winger,€4.80m,2006,newcastle united
Kazenga LuaLua,Left Winger,-,2006,newcastle united
Damien Duff,Right Winger,€7.80m,2006,newcastle united
Charles N'Zogbia,Right Winger,€4.10m,2006,newcastle united
Obafemi Martins,Centre-Forward,€16.00m,2006,newcastle united
Michael Owen,Centre-Forward,€15.00m,2006,newcastle united
Giuseppe Rossi,Centre-Forward,€6.50m,2006,newcastle united
Shola Ameobi,Centre-Forward,€5.70m,2006,newcastle united
Andy Carroll,Centre-Forward,€300k,2006,newcastle united
Thomas Sörensen,Goalkeeper,€5.40m,2006,aston villa
Gábor Király,Goalkeeper,€2.50m,2006,aston villa
Stuart Taylor,Goalkeeper,€900k,2006,aston villa
Bobby Olejnik,Goalkeeper,€300k,2006,aston villa
Olof Mellberg,Centre-Back,€7.10m,2006,aston villa
Martin Laursen,Centre-Back,€3.20m,2006,aston villa
Liam Ridgewell,Centre-Back,€3.20m,2006,aston villa
Aaron Hughes,Centre-Back,€2.90m,2006,aston villa
Gary Cahill,Centre-Back,€1.90m,2006,aston villa
Wilfred Bouma,Left-Back,€4.50m,2006,aston villa
Jlloyd Samuel,Left-Back,€2.00m,2006,aston villa
Ashley Young,Right-Back,€7.10m,2006,aston villa
Mark Delaney,Right-Back,€1.90m,2006,aston villa
Phil Bardsley,Right-Back,€1.25m,2006,aston villa
Gareth Barry,Defensive Midfield,€6.40m,2006,aston villa
Eric Djemba Djemba,Defensive Midfield,€2.00m,2006,aston villa
Stiliyan Petrov,Central Midfield,€9.10m,2006,aston villa
Steven Davis,Central Midfield,€4.60m,2006,aston villa
Gavin McCann,Central Midfield,€3.50m,2006,aston villa
Lee Hendrie,Central Midfield,€2.10m,2006,aston villa
Peter Whittingham,Central Midfield,€850k,2006,aston villa
Craig Gardner,Central Midfield,€400k,2006,aston villa
Isaiah Osbourne,Central Midfield,€400k,2006,aston villa
Didier Agathé,Other,€1.20m,2006,aston villa
Shaun Maloney,Attacking Midfield,€3.70m,2006,aston villa
Patrik Berger,Attacking Midfield,€1.90m,2006,aston villa
John Carew,Centre-Forward,€7.10m,2006,aston villa
Milan Baros,Centre-Forward,€7.00m,2006,aston villa
Juan Pablo Ángel,Centre-Forward,€5.00m,2006,aston villa
Kevin Phillips,Centre-Forward,€3.30m,2006,aston villa
Gabriel Agbonlahor,Centre-Forward,€2.90m,2006,aston villa
Chris Sutton,Centre-Forward,€2.00m,2006,aston villa
Luke Moore,Centre-Forward,€1.90m,2006,aston villa
Sam Williams,Centre-Forward,-,2006,aston villa
Tim Howard,Goalkeeper,€4.90m,2006,everton fc
Richard Wright,Goalkeeper,€1.00m,2006,everton fc
Iain Turner,Goalkeeper,€150k,2006,everton fc
Joleon Lescott,Centre-Back,€7.50m,2006,everton fc
Joseph Yobo,Centre-Back,€7.00m,2006,everton fc
David Weir,Centre-Back,€1.00m,2006,everton fc
Alan Stubbs,Centre-Back,€1.00m,2006,everton fc
Mark Hughes,Centre-Back,€150k,2006,everton fc
Nuno Valente,Left-Back,€3.50m,2006,everton fc
Alessandro Pistone,Left-Back,€1.60m,2006,everton fc
Gary Naysmith,Left-Back,€1.40m,2006,everton fc
Paddy Boyle,Left-Back,€200k,2006,everton fc
Phil Neville,Right-Back,€5.00m,2006,everton fc
Tony Hibbert,Right-Back,€3.90m,2006,everton fc
Lee Carsley,Defensive Midfield,€2.80m,2006,everton fc
Anderson Silva,Defensive Midfield,€500k,2006,everton fc
Mikel Arteta,Central Midfield,€11.00m,2006,everton fc
Leon Osman,Central Midfield,€4.00m,2006,everton fc
Bjarni Vidarsson,Central Midfield,€1.00m,2006,everton fc
Simon Davies,Other,€3.70m,2006,everton fc
Kevin Kilbane,Other,€4.50m,2006,everton fc
Tim Cahill,Attacking Midfield,€8.80m,2006,everton fc
Manuel Fernandes,Attacking Midfield,€8.50m,2006,everton fc
Andy van der Meyde,Right Winger,€4.00m,2006,everton fc
James McFadden,Other,€2.90m,2006,everton fc
Andy Johnson,Centre-Forward,€12.25m,2006,everton fc
James Beattie,Centre-Forward,€5.70m,2006,everton fc
Victor Anichebe,Centre-Forward,€900k,2006,everton fc
James Vaughan,Centre-Forward,€600k,2006,everton fc
Rob Green,Goalkeeper,€4.30m,2006,west ham united
Roy Carroll,Goalkeeper,€2.40m,2006,west ham united
Jimmy Walker,Goalkeeper,€150k,2006,west ham united
Matthew Upson,Centre-Back,€5.75m,2006,west ham united
Anton Ferdinand,Centre-Back,€3.80m,2006,west ham united
Lucas Neill,Centre-Back,€3.60m,2006,west ham united
Jonathan Spector,Centre-Back,€1.75m,2006,west ham united
Calum Davenport,Centre-Back,€1.50m,2006,west ham united
Christian Dailly,Centre-Back,€1.40m,2006,west ham united
Danny Gabbidon,Centre-Back,€1.40m,2006,west ham united
James Collins,Centre-Back,€500k,2006,west ham united
Paul Konchesky,Left-Back,€3.70m,2006,west ham united
George McCartney,Left-Back,€1.60m,2006,west ham united
John Paintsil,Right-Back,€1.60m,2006,west ham united
Tyrone Mears,Right-Back,€1.50m,2006,west ham united
Javier Mascherano,Defensive Midfield,€11.80m,2006,west ham united
Hayden Mullins,Defensive Midfield,€1.10m,2006,west ham united
Nigel Reo-Coker,Central Midfield,€4.30m,2006,west ham united
Lee Bowyer,Central Midfield,€2.50m,2006,west ham united
Nigel Quashie,Central Midfield,€2.00m,2006,west ham united
Mark Noble,Central Midfield,€800k,2006,west ham united
Shaun Newton,Other,€500k,2006,west ham united
Luís Boa Morte,Other,€3.80m,2006,west ham united
Matthew Etherington,Other,€2.90m,2006,west ham united
Hogan Ephraim,Other,€100k,2006,west ham united
Kyel Reid,Left Winger,€50k,2006,west ham united
Yossi Benayoun,Right Winger,€4.50m,2006,west ham united
Carlos Tevez,Centre-Forward,€12.00m,2006,west ham united
Dean Ashton,Centre-Forward,€8.90m,2006,west ham united
Marlon Harewood,Centre-Forward,€4.50m,2006,west ham united
Kepa Blanco,Centre-Forward,€4.50m,2006,west ham united
Bobby Zamora,Centre-Forward,€3.40m,2006,west ham united
Carlton Cole,Centre-Forward,€2.30m,2006,west ham united
Teddy Sheringham,Centre-Forward,€500k,2006,west ham united
Tony Stokes,Centre-Forward,€50k,2006,west ham united
David James,Goalkeeper,€3.90m,2006,portsmouth fc
Dean Kiely,Goalkeeper,€1.20m,2006,portsmouth fc
Jamie Ashdown,Goalkeeper,€800k,2006,portsmouth fc
Nick Jordan,Goalkeeper,-,2006,portsmouth fc
Sol Campbell,Centre-Back,€7.70m,2006,portsmouth fc
Djimi Traoré,Centre-Back,€3.20m,2006,portsmouth fc
Noé Pamarot,Centre-Back,€3.00m,2006,portsmouth fc
Andrew O'Brien,Centre-Back,€2.80m,2006,portsmouth fc
Linvoy Primus,Centre-Back,€2.00m,2006,portsmouth fc
Dejan Stefanovic,Centre-Back,€1.70m,2006,portsmouth fc
Richard Duffy,Centre-Back,€500k,2006,portsmouth fc
Laurén,Right-Back,€6.00m,2006,portsmouth fc
Glen Johnson,Right-Back,€3.70m,2006,portsmouth fc
Andy Griffin,Right-Back,€2.20m,2006,portsmouth fc
Sean Davis,Defensive Midfield,€3.30m,2006,portsmouth fc
Richard Hughes,Defensive Midfield,€1.00m,2006,portsmouth fc
Arnold Mvuemba,Defensive Midfield,€800k,2006,portsmouth fc
Gary O'Neil,Central Midfield,€3.75m,2006,portsmouth fc
Pedro Mendes,Central Midfield,€3.30m,2006,portsmouth fc
David Thompson,Central Midfield,€2.75m,2006,portsmouth fc
Daryl Fordyce,Central Midfield,€75k,2006,portsmouth fc
Matthew Taylor,Other,€3.80m,2006,portsmouth fc
Manuel Fernandes,Attacking Midfield,€8.50m,2006,portsmouth fc
Niko Kranjcar,Attacking Midfield,€4.00m,2006,portsmouth fc
Roudolphe Douala,Left Winger,€4.00m,2006,portsmouth fc
Ognjen Koroman,Right Winger,€2.10m,2006,portsmouth fc
Franck Songo'o,Right Winger,€400k,2006,portsmouth fc
Nwankwo Kanu,Centre-Forward,€6.20m,2006,portsmouth fc
Lomana LuaLua,Centre-Forward,€5.50m,2006,portsmouth fc
Benjani,Centre-Forward,€4.90m,2006,portsmouth fc
Andy Cole,Centre-Forward,€2.10m,2006,portsmouth fc
Svetoslav Todorov,Centre-Forward,€1.90m,2006,portsmouth fc
Mark Schwarzer,Goalkeeper,€4.10m,2006,middlesbrough fc
Brad Jones,Goalkeeper,€350k,2006,middlesbrough fc
Ross Turnbull,Goalkeeper,€60k,2006,middlesbrough fc
David Knight,Goalkeeper,€50k,2006,middlesbrough fc
Jonathan Woodgate,Centre-Back,€11.00m,2006,middlesbrough fc
Robert Huth,Centre-Back,€6.20m,2006,middlesbrough fc
Emanuel Pogatetz,Centre-Back,€5.10m,2006,middlesbrough fc
Ugo Ehiogu,Centre-Back,€3.00m,2006,middlesbrough fc
Chris Riggott,Centre-Back,€2.60m,2006,middlesbrough fc
Andrew Davies,Centre-Back,€1.10m,2006,middlesbrough fc
Matthew Bates,Centre-Back,€900k,2006,middlesbrough fc
David Wheater,Centre-Back,€50k,2006,middlesbrough fc
Seb Hines,Centre-Back,-,2006,middlesbrough fc
Rhys Williams,Centre-Back,-,2006,middlesbrough fc
Andrew Taylor,Left-Back,€1.00m,2006,middlesbrough fc
Abel Xavier,Right-Back,€1.70m,2006,middlesbrough fc
Stuart Parnaby,Right-Back,€1.60m,2006,middlesbrough fc
Tony McMahon,Right-Back,€60k,2006,middlesbrough fc
George Boateng,Defensive Midfield,€5.50m,2006,middlesbrough fc
Lee Cattermole,Defensive Midfield,€1.50m,2006,middlesbrough fc
Fábio Rochemback,Central Midfield,€5.50m,2006,middlesbrough fc
Julio Arca,Central Midfield,€3.10m,2006,middlesbrough fc
James Morrison,Central Midfield,€2.75m,2006,middlesbrough fc
Josh Walker,Central Midfield,€50k,2006,middlesbrough fc
Gaizka Mendieta,Other,€3.20m,2006,middlesbrough fc
Stewart Downing,Other,€7.70m,2006,middlesbrough fc
Jason Euell,Left Winger,€2.30m,2006,middlesbrough fc
Adam Johnson,Right Winger,€650k,2006,middlesbrough fc
Yakubu Aiyegbeni,Centre-Forward,€12.00m,2006,middlesbrough fc
Mark Viduka,Centre-Forward,€5.75m,2006,middlesbrough fc
Massimo Maccarone,Centre-Forward,€3.65m,2006,middlesbrough fc
Malcolm Christie,Centre-Forward,€1.90m,2006,middlesbrough fc
Dong-gook Lee,Centre-Forward,€1.40m,2006,middlesbrough fc
Danny Graham,Centre-Forward,€400k,2006,middlesbrough fc
Tom Craddock,Centre-Forward,€100k,2006,middlesbrough fc
Andreas Isaksson,Goalkeeper,€4.90m,2006,manchester city
Nicky Weaver,Goalkeeper,€2.00m,2006,manchester city
Kasper Schmeichel,Goalkeeper,€250k,2006,manchester city
Joe Hart,Goalkeeper,€250k,2006,manchester city
Sylvain Distin,Centre-Back,€7.30m,2006,manchester city
Richard Dunne,Centre-Back,€5.90m,2006,manchester city
Jihai Sun,Centre-Back,€4.00m,2006,manchester city
Nedum Onuoha,Centre-Back,€2.20m,2006,manchester city
Stephen Jordan,Centre-Back,€950k,2006,manchester city
Matt Mills,Centre-Back,€400k,2006,manchester city
DaMarcus Beasley,Left-Back,€3.25m,2006,manchester city
Ben Thatcher,Left-Back,€2.30m,2006,manchester city
Michael Ball,Left-Back,€1.70m,2006,manchester city
Micah Richards,Right-Back,€4.50m,2006,manchester city
Hatem Trabelsi,Right-Back,€4.10m,2006,manchester city
Danny Mills,Right-Back,€900k,2006,manchester city
Danny Warrender,Right-Back,€200k,2006,manchester city
Nathan D'Laryea,Right-Back,€150k,2006,manchester city
Ousmane Dabo,Defensive Midfield,€3.80m,2006,manchester city
Dietmar Hamann,Defensive Midfield,€2.30m,2006,manchester city
Michael Johnson,Defensive Midfield,€100k,2006,manchester city
Joey Barton,Central Midfield,€7.40m,2006,manchester city
Claudio Reyna,Central Midfield,€3.60m,2006,manchester city
Marc Laird,Central Midfield,-,2006,manchester city
Stephen Ireland,Attacking Midfield,€3.40m,2006,manchester city
Georgios Samaras,Left Winger,€8.00m,2006,manchester city
Trevor Sinclair,Left Winger,€2.70m,2006,manchester city
Djamel Abdoun,Right Winger,€100k,2006,manchester city
Darius Vassell,Centre-Forward,€4.10m,2006,manchester city
Bernardo Corradi,Centre-Forward,€3.20m,2006,manchester city
Emile Mpenza,Centre-Forward,€2.50m,2006,manchester city
Paul Dickov,Centre-Forward,€1.10m,2006,manchester city
Daniel Sturridge,Centre-Forward,€900k,2006,manchester city
Ishmael Miller,Centre-Forward,€800k,2006,manchester city
Antti Niemi,Goalkeeper,€5.00m,2006,fulham fc
Jan Lastuvka,Goalkeeper,€2.40m,2006,fulham fc
Tony Warner,Goalkeeper,€1.50m,2006,fulham fc
Ricardo Batista,Goalkeeper,€1.00m,2006,fulham fc
Mark Crossley,Goalkeeper,€500k,2006,fulham fc
Zat Knight,Centre-Back,€3.30m,2006,fulham fc
Carlos Bocanegra,Centre-Back,€2.50m,2006,fulham fc
Gabriel Zakuani,Centre-Back,€1.50m,2006,fulham fc
Ian Pearce,Centre-Back,€1.50m,2006,fulham fc
Philippe Christanval,Centre-Back,€1.00m,2006,fulham fc
Matthew Briggs,Centre-Back,€100k,2006,fulham fc
Franck Queudrue,Left-Back,€4.80m,2006,fulham fc
Niclas Jensen,Left-Back,€1.40m,2006,fulham fc
Rob Milsom,Left-Back,-,2006,fulham fc
Moritz Volz,Right-Back,€3.50m,2006,fulham fc
Liam Rosenior,Right-Back,€1.50m,2006,fulham fc
Elliot Omozusi,Right-Back,-,2006,fulham fc
Aleksey Smertin,Defensive Midfield,€6.50m,2006,fulham fc
Simon Elliott,Defensive Midfield,€800k,2006,fulham fc
Papa Bouba Diop,Central Midfield,€5.50m,2006,fulham fc
Jimmy Bullard,Central Midfield,€4.50m,2006,fulham fc
Michael Brown,Central Midfield,€3.00m,2006,fulham fc
Michael Timlin,Central Midfield,€125k,2006,fulham fc
Matthew Collins,Central Midfield,-,2006,fulham fc
Simon Davies,Other,€3.70m,2006,fulham fc
Ahmad Elrich,Other,€750k,2006,fulham fc
Luís Boa Morte,Other,€3.80m,2006,fulham fc
Mark Pembridge,Other,€1.00m,2006,fulham fc
Claus Jensen,Attacking Midfield,€4.50m,2006,fulham fc
Wayne Routledge,Left Winger,€2.80m,2006,fulham fc
Clint Dempsey,Other,€1.00m,2006,fulham fc
Vincenzo Montella,Centre-Forward,€5.00m,2006,fulham fc
Tomasz Radzinski,Centre-Forward,€3.00m,2006,fulham fc
Björn Runström,Centre-Forward,€2.25m,2006,fulham fc
Collins John,Centre-Forward,€2.25m,2006,fulham fc
Brian McBride,Centre-Forward,€1.50m,2006,fulham fc
Heidar Helguson,Centre-Forward,€1.20m,2006,fulham fc
Brad Friedel,Goalkeeper,€2.50m,2006,blackburn rovers
Peter Enckelman,Goalkeeper,€1.25m,2006,blackburn rovers
Jason Brown,Goalkeeper,€300k,2006,blackburn rovers
Lucas Neill,Centre-Back,€3.60m,2006,blackburn rovers
Stéphane Henchoz,Centre-Back,€3.40m,2006,blackburn rovers
André Ooijer,Centre-Back,€3.00m,2006,blackburn rovers
Zurab Khizanishvili,Centre-Back,€2.50m,2006,blackburn rovers
Ryan Nelsen,Centre-Back,€2.00m,2006,blackburn rovers
Andy Todd,Centre-Back,€1.80m,2006,blackburn rovers
Aaron Mokoena,Centre-Back,€1.75m,2006,blackburn rovers
Jay McEveley,Centre-Back,€750k,2006,blackburn rovers
Christopher Samba,Centre-Back,€500k,2006,blackburn rovers
Eddie Nolan,Centre-Back,-,2006,blackburn rovers
Stephen Warnock,Left-Back,€1.80m,2006,blackburn rovers
Michael Gray,Left-Back,€1.50m,2006,blackburn rovers
Bruno Berner,Left-Back,€450k,2006,blackburn rovers
Steven Reid,Right-Back,€3.80m,2006,blackburn rovers
Robbie Savage,Defensive Midfield,€4.00m,2006,blackburn rovers
Tugay Kerimoğlu,Defensive Midfield,€1.30m,2006,blackburn rovers
Morten Gamst Pedersen,Central Midfield,€6.20m,2006,blackburn rovers
Paul Gallagher,Central Midfield,€1.25m,2006,blackburn rovers
Brett Emerton,Other,€4.50m,2006,blackburn rovers
David Bentley,Other,€4.40m,2006,blackburn rovers
Sergio Peter,Other,€500k,2006,blackburn rovers
David Dunn,Attacking Midfield,€5.50m,2006,blackburn rovers
Benni McCarthy,Centre-Forward,€6.00m,2006,blackburn rovers
Shabani Nonda,Centre-Forward,€4.00m,2006,blackburn rovers
Jason Roberts,Centre-Forward,€3.85m,2006,blackburn rovers
Shefki Kuqi,Centre-Forward,€3.70m,2006,blackburn rovers
Francis Jeffers,Centre-Forward,€2.60m,2006,blackburn rovers
Matt Derbyshire,Centre-Forward,€200k,2006,blackburn rovers
Chris Kirkland,Goalkeeper,€3.00m,2006,wigan athletic
Mike Pollitt,Goalkeeper,€600k,2006,wigan athletic
John Filan,Goalkeeper,€575k,2006,wigan athletic
Carlo Nash,Goalkeeper,€500k,2006,wigan athletic
Fitz Hall,Centre-Back,€4.50m,2006,wigan athletic
Arjan de Zeeuw,Centre-Back,€1.60m,2006,wigan athletic
Andy Webster,Centre-Back,€1.25m,2006,wigan athletic
Andreas Granqvist,Centre-Back,€900k,2006,wigan athletic
Lee McCulloch,Centre-Back,€900k,2006,wigan athletic
Matt Jackson,Centre-Back,€400k,2006,wigan athletic
Leighton Baines,Left-Back,€4.00m,2006,wigan athletic
David Unsworth,Left-Back,€2.50m,2006,wigan athletic
Steve McMillan,Left-Back,€650k,2006,wigan athletic
Pascal Chimbonda,Right-Back,€7.90m,2006,wigan athletic
Antonio Valencia,Right-Back,€2.25m,2006,wigan athletic
Emmerson Boyce,Right-Back,€1.60m,2006,wigan athletic
Ryan Taylor,Right-Back,€850k,2006,wigan athletic
Paul Scharner,Defensive Midfield,€3.50m,2006,wigan athletic
David Wright,Defensive Midfield,€600k,2006,wigan athletic
Tomasz Cywka,Defensive Midfield,€200k,2006,wigan athletic
David Owens,Other,-,2006,wigan athletic
Denny Landzaat,Central Midfield,€4.50m,2006,wigan athletic
Josip Skoko,Central Midfield,€2.60m,2006,wigan athletic
Graham Kavanagh,Central Midfield,€1.75m,2006,wigan athletic
Andreas Johansson,Central Midfield,€850k,2006,wigan athletic
Kristofer Hæstad,Central Midfield,€500k,2006,wigan athletic
Lewis Montrose,Central Midfield,-,2006,wigan athletic
Kevin Kilbane,Other,€4.50m,2006,wigan athletic
David Cotterill,Right Winger,€3.20m,2006,wigan athletic
Gary Teale,Right Winger,€500k,2006,wigan athletic
Tomasz Kupisz,Right Winger,€50k,2006,wigan athletic
Henri Camara,Centre-Forward,€6.30m,2006,wigan athletic
Emile Heskey,Centre-Forward,€6.00m,2006,wigan athletic
David Connolly,Centre-Forward,€2.00m,2006,wigan athletic
Julius Aghahowa,Centre-Forward,€2.00m,2006,wigan athletic
Svetoslav Todorov,Centre-Forward,€1.90m,2006,wigan athletic
Caleb Folan,Centre-Forward,-,2006,wigan athletic
Jussi Jääskeläinen,Goalkeeper,€5.45m,2006,bolton wanderers
Ian Walker,Goalkeeper,€1.15m,2006,bolton wanderers
Ali Al-Habsi,Goalkeeper,€380k,2006,bolton wanderers
Chris Howarth,Goalkeeper,€150k,2006,bolton wanderers
Przemyslaw Kazimierczak,Goalkeeper,€50k,2006,bolton wanderers
Sam Ashton,Goalkeeper,-,2006,bolton wanderers
Tal Ben Haim,Centre-Back,€4.70m,2006,bolton wanderers
Abdoulaye Méïté,Centre-Back,€4.60m,2006,bolton wanderers
Abdoulaye Faye,Centre-Back,€3.00m,2006,bolton wanderers
César Martín,Centre-Back,€1.75m,2006,bolton wanderers
Lubomir Michalik,Centre-Back,€300k,2006,bolton wanderers
Jaroslaw Fojut,Centre-Back,€200k,2006,bolton wanderers
Blazej Augustyn,Centre-Back,€75k,2006,bolton wanderers
Quinton Fortune,Left-Back,€2.10m,2006,bolton wanderers
Ricardo Gardner,Left-Back,€2.00m,2006,bolton wanderers
Johann Smith,Left-Back,€100k,2006,bolton wanderers
Scott Jamieson,Left-Back,-,2006,bolton wanderers
Nicky Hunt,Right-Back,€2.00m,2006,bolton wanderers
Joey O'Brien,Right-Back,€1.45m,2006,bolton wanderers
James Sinclair,Right-Back,€50k,2006,bolton wanderers
Iván Campo,Defensive Midfield,€2.70m,2006,bolton wanderers
Idan Tal,Defensive Midfield,€925k,2006,bolton wanderers
David Thompson,Central Midfield,€2.75m,2006,bolton wanderers
Gary Speed,Central Midfield,€900k,2006,bolton wanderers
Andranik Teymourian,Central Midfield,€600k,2006,bolton wanderers
Kevin Nolan,Attacking Midfield,€6.70m,2006,bolton wanderers
Stelios Giannakopoulos,Right Winger,€3.25m,2006,bolton wanderers
Ricardo Vaz Tê,Right Winger,€1.40m,2006,bolton wanderers
Nicolas Anelka,Centre-Forward,€12.50m,2006,bolton wanderers
El-Hadji Diouf,Centre-Forward,€5.75m,2006,bolton wanderers
Kevin Davies,Centre-Forward,€3.80m,2006,bolton wanderers
Henrik Pedersen,Centre-Forward,€1.50m,2006,bolton wanderers
Bédi Buval,Centre-Forward,€50k,2006,bolton wanderers
Zoltán Harsányi,Centre-Forward,€50k,2006,bolton wanderers
Scott Carson,Goalkeeper,€2.50m,2006,charlton athletic
Thomas Myhre,Goalkeeper,€1.40m,2006,charlton athletic
Stephan Andersen,Goalkeeper,€1.00m,2006,charlton athletic
Darren Randolph,Goalkeeper,€150k,2006,charlton athletic
Rob Elliot,Goalkeeper,€75k,2006,charlton athletic
Souleymane Diawara,Centre-Back,€3.30m,2006,charlton athletic
Djimi Traoré,Centre-Back,€3.20m,2006,charlton athletic
Talal El Karkouri,Centre-Back,€2.20m,2006,charlton athletic
Gonzalo Sorondo,Centre-Back,€2.00m,2006,charlton athletic
Cory Gibbs,Centre-Back,€1.60m,2006,charlton athletic
Jonathan Fortune,Centre-Back,€1.00m,2006,charlton athletic
Madjid Bougherra,Centre-Back,€900k,2006,charlton athletic
Hermann Hreidarsson,Left-Back,€3.00m,2006,charlton athletic
Ben Thatcher,Left-Back,€2.30m,2006,charlton athletic
Nathan Ashton,Left-Back,-,2006,charlton athletic
Luke Young,Right-Back,€4.50m,2006,charlton athletic
Osei Sankofa,Right-Back,€300k,2006,charlton athletic
Alex Song,Defensive Midfield,€2.90m,2006,charlton athletic
Amdy Faye,Defensive Midfield,€2.40m,2006,charlton athletic
Radostin Kishishev,Defensive Midfield,€2.10m,2006,charlton athletic
Zhi Zheng,Defensive Midfield,€1.20m,2006,charlton athletic
Alistair John,Other,-,2006,charlton athletic
Matt Holland,Central Midfield,€3.10m,2006,charlton athletic
Simon Walton,Central Midfield,€525k,2006,charlton athletic
Omar Pouso,Central Midfield,€400k,2006,charlton athletic
Darren Ambrose,Other,€2.00m,2006,charlton athletic
Rúrik Gíslason,Other,€70k,2006,charlton athletic
Andy Reid,Other,€4.75m,2006,charlton athletic
Bryan Hughes,Attacking Midfield,€1.80m,2006,charlton athletic
Jerome Thomas,Left Winger,€750k,2006,charlton athletic
Dennis Rommedahl,Right Winger,€3.00m,2006,charlton athletic
Lloyd Sam,Right Winger,€300k,2006,charlton athletic
Darren Bent,Centre-Forward,€7.50m,2006,charlton athletic
Marcus Bent,Centre-Forward,€3.75m,2006,charlton athletic
Jimmy Floyd Hasselbaink,Centre-Forward,€3.50m,2006,charlton athletic
Kevin Lisbie,Centre-Forward,€2.00m,2006,charlton athletic
James Walker,Centre-Forward,-,2006,charlton athletic
Paddy Kenny,Goalkeeper,€1.25m,2006,sheffield united
Paul Gerrard,Goalkeeper,€1.06m,2006,sheffield united
Ian Bennett,Goalkeeper,€740k,2006,sheffield united
Jamie Annerson,Goalkeeper,€50k,2006,sheffield united
Phil Jagielka,Centre-Back,€2.75m,2006,sheffield united
David Sommeil,Centre-Back,€1.79m,2006,sheffield united
Mamadou Seck,Centre-Back,€1.50m,2006,sheffield united
Chris Morgan,Centre-Back,€950k,2006,sheffield united
Claude Davis,Centre-Back,€770k,2006,sheffield united
Chris Lucketti,Centre-Back,€250k,2006,sheffield united
Craig Short,Centre-Back,€220k,2006,sheffield united
Matthew Kilgallon,Centre-Back,€100k,2006,sheffield united
David Unsworth,Left-Back,€2.50m,2006,sheffield united
Alan Wright,Left-Back,€1.00m,2006,sheffield united
Chris Armstrong,Left-Back,€800k,2006,sheffield united
Evan Horwood,Left-Back,-,2006,sheffield united
Leigh Bromby,Right-Back,€760k,2006,sheffield united
Derek Geary,Right-Back,€670k,2006,sheffield united
Rob Kozluk,Right-Back,€480k,2006,sheffield united
Ben Starosta,Right-Back,€150k,2006,sheffield united
Ahmed Fathi,Right-Back,-,2006,sheffield united
Mikele Leigertwood,Defensive Midfield,€1.20m,2006,sheffield united
Nick Montgomery,Defensive Midfield,€850k,2006,sheffield united
Tie Li,Defensive Midfield,€850k,2006,sheffield united
Alan Quinn,Central Midfield,€850k,2006,sheffield united
Michael Tonge,Central Midfield,€800k,2006,sheffield united
Stephen Quinn,Central Midfield,€500k,2006,sheffield united
Ian Ross,Central Midfield,€50k,2006,sheffield united
Keith Gillespie,Other,€2.25m,2006,sheffield united
Kevan Hurst,Other,€50k,2006,sheffield united
Nicky Law,Attacking Midfield,€100k,2006,sheffield united
Luton Shelton,Left Winger,€2.70m,2006,sheffield united
Paul Ifill,Right Winger,€1.50m,2006,sheffield united
Rob Hulse,Centre-Forward,€3.75m,2006,sheffield united
Ade Akinbiyi,Centre-Forward,€2.75m,2006,sheffield united
Jon Stead,Centre-Forward,€2.30m,2006,sheffield united
Danny Webber,Centre-Forward,€1.45m,2006,sheffield united
Geoff Horsfield,Centre-Forward,€1.25m,2006,sheffield united
Steve Kabba,Centre-Forward,€750k,2006,sheffield united
Colin Kazım-Richards,Centre-Forward,€750k,2006,sheffield united
Christian Nadé,Centre-Forward,€700k,2006,sheffield united
Colin Marrison,Centre-Forward,€100k,2006,sheffield united
Jonathan Forte,Centre-Forward,€75k,2006,sheffield united
Ben Foster,Goalkeeper,€3.00m,2006,watford fc
Richard Lee,Goalkeeper,€545k,2006,watford fc
Alec Chamberlain,Goalkeeper,€50k,2006,watford fc
Scott Loach,Goalkeeper,-,2006,watford fc
Danny Shittu,Centre-Back,€2.50m,2006,watford fc
Jay DeMerit,Centre-Back,€1.20m,2006,watford fc
Lloyd Doyley,Centre-Back,€695k,2006,watford fc
Malky Mackay,Centre-Back,€545k,2006,watford fc
Clarke Carlisle,Centre-Back,€500k,2006,watford fc
Adrian Mariappa,Centre-Back,€335k,2006,watford fc
Cédric Avinel,Centre-Back,-,2006,watford fc
Ben Gill,Centre-Back,-,2006,watford fc
Jordan Stewart,Left-Back,€620k,2006,watford fc
Chris Powell,Left-Back,€350k,2006,watford fc
Junior Osborne,Left-Back,€75k,2006,watford fc
Ashley Young,Right-Back,€7.10m,2006,watford fc
James Chambers,Right-Back,€695k,2006,watford fc
Sheku Kamara,Right-Back,-,2006,watford fc
Toumani Diagouraga,Defensive Midfield,€75k,2006,watford fc
Damien Francis,Central Midfield,€2.30m,2006,watford fc
