Team,Squad_Size,Average_Age,Number_of_Foreigners,Average_Market_Value,Total_Market_Value,Position,Goal_Difference,Points,Year,Squad_Size_Normalized_by_Avg,Squad_Size_Normalized_by_Max,Average_Age_Normalized_by_Avg,Average_Age_Normalized_by_Max,Number_of_Foreigners_Normalized_by_Avg,Number_of_Foreigners_Normalized_by_Max,Average_Market_Value_Normalized_by_Avg,Average_Market_Value_Normalized_by_Max,Total_Market_Value_Normalized_by_Avg,Total_Market_Value_Normalized_by_Max
tottenham hotspur,32,26.3,16,4.82,154.33,5,15,65,2005,0.9711684370257966,0.8205128205128205,0.9975346102787788,0.9293286219081273,0.794044665012407,0.5333333333333333,1.325268078086335,0.398018166804294,1.2852051098416084,0.42464848801694965
newcastle united,32,26.5,13,4.7,150.48,7,5,58,2005,0.9711684370257966,0.8205128205128205,1.0051204248056136,0.9363957597173145,0.6451612903225807,0.43333333333333335,1.292273852075887,0.3881090008257639,1.2531436851484818,0.4140549761989929
middlesbrough fc,39,25.8,18,2.42,94.38,14,-10,45,2005,1.1836115326251895,1.0,0.9785700739616917,0.911660777385159,0.8933002481389579,0.6,0.6653835578773715,0.19983484723369116,0.7859629253343549,0.25969237542305257
everton fc,31,27.4,19,3.0,92.92,11,-15,50,2005,0.9408194233687405,0.7948717948717948,1.0392565901763702,0.9681978798586571,0.9429280397022333,0.6333333333333333,0.8248556502612044,0.24772914946325353,0.7738045668792992,0.2556750956167625
manchester city,32,26.3,17,2.87,91.9,15,-5,43,2005,0.9711684370257966,0.8205128205128205,0.9975346102787788,0.9293286219081273,0.8436724565756825,0.5666666666666667,0.7891119054165522,0.2369942196531792,0.7653103712463151,0.2528685028753818
aston villa,31,25.6,18,2.89,89.6,16,-13,42,2005,0.9408194233687405,0.7948717948717948,0.9709842594348569,0.9045936395759717,0.8933002481389579,0.6,0.7946109430849603,0.23864574731626756,0.7461567928582136,0.2465399113997193
portsmouth fc,36,27.5,29,2.39,86.13,17,-25,38,2005,1.0925644916540211,0.9230769230769231,1.0430494974397877,0.9717314487632509,1.4392059553349876,0.9666666666666667,0.6571350013747596,0.19735755573905864,0.7172598724205127,0.2369919929560025
charlton athletic,36,26.6,21,2.29,82.43,13,-14,47,2005,1.0925644916540211,0.9230769230769231,1.008913332069031,0.9399293286219081,1.0421836228287842,0.7,0.6296398130327193,0.18909991742361687,0.6864475941440017,0.2268112153647195
birmingham city,33,27.1,18,2.48,81.83,18,-22,34,2005,1.0015174506828528,0.8461538461538461,1.027877868386118,0.9575971731448764,0.8933002481389579,0.6,0.6818806708825956,0.20478943022295623,0.6814510084775404,0.22516027845802492
fulham fc,33,27.7,24,2.15,70.88,12,-10,48,2005,1.0015174506828528,0.8461538461538461,1.0506353119666225,0.9787985865724381,1.1910669975186106,0.8,0.5911465493538631,0.17753922378199835,0.5902633200646225,0.19503067991084938
west bromwich albion,32,26.6,15,2.05,65.55,19,-27,30,2005,0.9711684370257966,0.8205128205128205,1.008913332069031,0.9399293286219081,0.7444168734491315,0.5,0.563651361011823,0.16928158546655656,0.5458769840608917,0.18036485705637947
blackburn rovers,28,28.2,21,2.28,63.85,6,9,63,2005,0.849772382397572,0.717948717948718,1.0695998482837095,0.9964664310954063,1.0421836228287842,0.7,0.6268902941985153,0.18827415359207267,0.5317199913392515,0.1756872024874116
west ham united,33,25.7,14,1.9,62.55,9,-3,55,2005,1.0015174506828528,0.8461538461538461,0.9747771666982743,0.9081272084805653,0.6947890818858561,0.4666666666666667,0.5224085784987628,0.1568951279933939,0.5208940557285855,0.17211017252290675
bolton wanderers,32,26.8,23,1.93,61.85,8,8,56,2005,0.9711684370257966,0.8205128205128205,1.0164991465958657,0.9469964664310954,1.141439205955335,0.7666666666666667,0.5306571350013748,0.15937241948802644,0.5150647057843807,0.17018407946509645
wigan athletic,30,28.3,18,1.73,51.92,10,-7,51,2005,0.9104704097116842,0.7692307692307693,1.073392755547127,1.0,0.8933002481389579,0.6,0.47566675831729455,0.14285714285714285,0.432371213004447,0.14286107365930165
sunderland afc,31,25.2,20,1.11,34.35,20,-43,15,2005,0.9408194233687405,0.7948717948717948,0.9558126303811872,0.8904593639575972,0.9925558312655087,0.6666666666666666,0.30519659059664567,0.09165978530140381,0.28605452940490667,0.09451613790826294
chelsea fc,37,24.8,25,11.26,416.76,2,40,83,2006,1.0235131396957124,0.8604651162790697,0.9558681826941607,0.888888888888889,1.1210762331838564,0.78125,3.1173001854876663,1.0,3.19998771479906,1.0
arsenal fc,38,23.9,32,7.32,278.18,4,28,68,2006,1.0511756569847857,0.8837209302325582,0.9211794179996146,0.8566308243727598,1.4349775784753362,1.0,2.026521967830348,0.650088809946714,2.135935748399085,0.6674824839236011
manchester united,38,25.0,19,6.82,259.15,1,56,89,2006,1.0511756569847857,0.8837209302325582,0.9635767970707265,0.8960573476702509,0.852017937219731,0.59375,1.888098336147947,0.605683836589698,1.9898186397211257,0.621820712160476
liverpool fc,38,24.7,25,6.31,239.77,3,30,68,2006,1.0511756569847857,0.8837209302325582,0.9520138755058778,0.8853046594982079,1.1210762331838564,0.78125,1.7469062318318982,0.5603907637655418,1.841014143337582,0.5753191285152126
tottenham hotspur,38,24.6,20,4.36,165.73,5,3,60,2006,1.0511756569847857,0.8837209302325582,0.948159568317595,0.881720430107527,0.8968609865470851,0.625,1.207054068270535,0.38721136767317943,1.2725164698475098,0.3976629235051348
newcastle united,35,25.7,23,4.19,146.55,13,-9,43,2006,0.9681881051175657,0.813953488372093,0.9905569473887068,0.921146953405018,1.0313901345291479,0.71875,1.159990033498519,0.372113676731794,1.1252476235814433,0.3516412323639505
aston villa,34,26.6,19,3.22,109.5,11,2,50,2006,0.9405255878284924,0.7906976744186046,1.025245712083253,0.9534050179211471,0.852017937219731,0.59375,0.8914481880346613,0.28596802841918295,0.8407684393187856,0.26274114598329973
everton fc,29,26.9,19,3.77,109.45,6,16,58,2006,0.8022130013831259,0.6744186046511628,1.0368086336481017,0.96415770609319,0.852017937219731,0.59375,1.043714182885302,0.33481349911190056,0.8403845267894163,0.26262117285728
west ham united,35,26.4,14,3.01,105.45,15,-24,41,2006,0.9681881051175657,0.813953488372093,1.017537097706687,0.946236559139785,0.6278026905829596,0.4375,0.8333102627280528,0.2673179396092362,0.8096715244398717,0.2530233227756983
portsmouth fc,32,27.6,20,3.03,97.08,9,3,54,2006,0.8852005532503459,0.7441860465116279,1.0637887839660822,0.9892473118279571,0.8968609865470851,0.625,0.8388472079953488,0.2690941385435169,0.7454045670234494,0.23293982147998848
middlesbrough fc,35,25.0,16,2.75,96.32,12,-5,46,2006,0.9681881051175657,0.813953488372093,0.9635767970707265,0.8960573476702509,0.7174887892376681,0.5,0.7613299742532045,0.24422735346358793,0.7395690965770358,0.23111622996448794
manchester city,34,25.9,18,2.63,89.25,14,-15,42,2006,0.9405255878284924,0.7906976744186046,0.9982655617652726,0.9283154121863799,0.8071748878923767,0.5625,0.7281083026494282,0.23357015985790408,0.6852838649242157,0.21415202994529225
fulham fc,37,27.7,29,2.29,84.68,16,-22,39,2006,1.0235131396957124,0.8604651162790697,1.067643091154365,0.992831541218638,1.3004484304932735,0.90625,0.6339802331053958,0.20337477797513323,0.6501942597398609,0.20318648622708516
blackburn rovers,31,27.9,24,2.55,78.9,10,-2,52,2006,0.8575380359612725,0.7209302325581395,1.0753517055309307,1.0,1.0762331838565022,0.75,0.705960521580244,0.22646536412078153,0.6058139713447689,0.18931759285919955
wigan athletic,37,27.6,25,2.03,74.93,17,-22,38,2006,1.0235131396957124,0.8604651162790697,1.0637887839660822,0.9892473118279571,1.1210762331838564,0.78125,0.5619999446305473,0.18028419182948488,0.5753313165128457,0.1797917266532297
bolton wanderers,34,26.1,26,2.13,72.38,7,-5,56,2006,0.9405255878284924,0.7906976744186046,1.0059741761418386,0.935483870967742,1.1659192825112108,0.8125,0.5896846709670274,0.1891651865008881,0.5557517775150109,0.17367309722622132
charlton athletic,37,26.3,25,1.93,71.47,19,-26,34,2006,1.0235131396957124,0.8604651162790697,1.0136827905184043,0.9426523297491041,1.1210762331838564,0.78125,0.5343152182940671,0.1714031971580817,0.5487645694804896,0.17148958633266148
sheffield united,43,26.9,20,1.01,43.36,18,-23,38,2006,1.1894882434301521,1.0,1.0368086336481017,0.96415770609319,0.8968609865470851,0.625,0.27961573599844963,0.08969804618117229,0.3329289454690643,0.1040406948843459
watford fc,43,24.4,21,0.767,32.97,20,-30,28,2006,1.1894882434301521,1.0,0.9404509539410291,0.8745519713261649,0.9417040358744394,0.65625,0.21234185100080286,0.06811722912966252,0.253151921866122,0.07911027929743737
reading fc,38,24.9,26,0.865,32.88,8,5,55,2006,1.0511756569847857,0.8837209302325582,0.9597224898824436,0.8924731182795699,1.1659192825112108,0.8125,0.2394728828105534,0.07682060390763766,0.2524608793132573,0.0788943276706018
chelsea fc,39,25.7,25,11.14,434.35,2,39,85,2007,1.0526315789473686,0.8478260869565217,0.9968968192397206,0.9113475177304965,1.050420168067227,0.7575757575757576,2.5769141799676154,1.0,2.743294922362259,1.0
manchester united,38,25.2,21,9.33,354.55,1,58,87,2007,1.0256410256410258,0.8260869565217391,0.9775019394879751,0.8936170212765957,0.8823529411764706,0.6363636363636364,2.15822345593338,0.8375224416517055,2.239289086505212,0.8162771958098307
liverpool fc,41,24.0,26,7.45,305.65,4,39,76,2007,1.106612685560054,0.8913043478260869,0.9309542280837858,0.851063829787234,1.0924369747899159,0.7878787878787878,1.7233402729585938,0.6687612208258528,1.9304434051341646,0.7036951767008173
arsenal fc,35,23.3,30,7.5,262.4,3,43,83,2007,0.9446693657219973,0.7608695652173914,0.9038013964313422,0.8262411347517731,1.2605042016806722,0.9090909090909091,1.734906315058987,0.6732495511669658,1.6572823474798126,0.6041211004949925
tottenham hotspur,38,24.9,21,5.8,220.5,11,5,46,2007,1.0256410256410258,0.8260869565217391,0.9658650116369277,0.8829787234042553,0.8823529411764706,0.6363636363636364,1.3416608836456165,0.5206463195691202,1.3926477043418397,0.507655116841257
everton fc,32,25.8,18,4.85,155.3,5,22,65,2007,0.863697705802969,0.6956521739130435,1.0007757951900698,0.9148936170212767,0.7563025210084033,0.5454545454545454,1.121906083738145,0.4353680430879712,0.9808534625137765,0.3575457580292391
manchester city,36,24.9,24,4.17,150.1,9,-8,55,2007,0.9716599190283401,0.782608695652174,0.9658650116369277,0.8829787234042553,1.0084033613445378,0.7272727272727273,0.9646079111727968,0.374326750448833,0.948010976969207,0.34557384597674684
portsmouth fc,33,27.0,22,4.28,141.3,8,8,57,2007,0.8906882591093118,0.717391304347826,1.047323506594259,0.9574468085106383,0.9243697478991596,0.6666666666666666,0.990053203793662,0.38420107719928187,0.892431386047628,0.3253136871186831
newcastle united,33,26.2,21,4.1,135.2,12,-20,43,2007,0.8906882591093118,0.717391304347826,1.016291698991466,0.9290780141843972,0.8823529411764706,0.6363636363636364,0.9484154522322461,0.36804308797127466,0.853904624158806,0.3112697133647979
middlesbrough fc,34,25.0,15,3.56,120.9,13,-10,42,2007,0.9176788124156546,0.7391304347826086,0.9697439875872769,0.8865248226950355,0.6302521008403361,0.45454545454545453,0.8235021975479991,0.31956912028725315,0.76358778891124,0.27834695522044434
west ham united,36,26.7,16,3.33,120.0,10,-8,49,2007,0.9716599190283401,0.782608695652174,1.0356865787432117,0.9468085106382979,0.6722689075630252,0.48484848484848486,0.7702984038861902,0.2989228007181328,0.7579035125669876,0.27627489351905143
aston villa,25,25.7,11,4.48,112.1,6,20,60,2007,0.6747638326585695,0.5434782608695652,0.9968968192397206,0.9113475177304965,0.4621848739495798,0.3333333333333333,1.036317372195235,0.4021543985637343,0.7080081979896609,0.2580867963623805
bolton wanderers,42,26.3,30,2.48,104.2,16,-18,37,2007,1.1336032388663968,0.9130434782608695,1.0201706749418153,0.9326241134751774,1.2605042016806722,0.9090909090909091,0.573675688179505,0.22262118491921004,0.6581128834123342,0.23989869920570966
fulham fc,43,28.2,33,2.3,99.05,17,-22,36,2007,1.1605937921727396,0.9347826086956522,1.0938712179984484,1.0,1.3865546218487395,1.0,0.5320379366180893,0.20646319569120283,0.625586190998001,0.2280419016921837
blackburn rovers,38,26.1,31,2.39,90.85,7,2,58,2007,1.0256410256410258,0.8260869565217391,1.012412723041117,0.9255319148936171,1.3025210084033614,0.9393939393939394,0.5528568123987972,0.21454219030520646,0.5737961176392569,0.2091631173017152
sunderland afc,46,25.4,33,1.82,83.6,15,-23,39,2007,1.241565452091768,1.0,0.9852598913886733,0.900709219858156,1.3865546218487395,1.0,0.4210039324543142,0.16337522441651706,0.5280061137550013,0.19247150915160582
birmingham city,33,25.2,23,2.5,82.5,19,-16,35,2007,0.8906882591093118,0.717391304347826,0.9775019394879751,0.8936170212765957,0.9663865546218487,0.696969696969697,0.5783021050196623,0.2244165170556553,0.521058664889804,0.18993898929434785
wigan athletic,35,27.3,23,2.22,77.75,14,-17,40,2007,0.9446693657219973,0.7608695652173914,1.0589604344453065,0.9680851063829787,0.9663865546218487,0.696969696969697,0.5135322692574602,0.1992818671454219,0.49105831751736073,0.17900310809255207
reading fc,43,25.4,30,1.53,65.93,18,-25,36,2007,1.1605937921727396,0.9347826086956522,0.9852598913886733,0.900709219858156,1.2605042016806722,0.9090909090909091,0.35392088827203333,0.13734290843806105,0.41640482152951247,0.15179003108092554
derby county,41,27.3,23,1.23,50.4,20,-69,11,2007,1.106612685560054,0.8913043478260869,1.0589604344453065,0.9680851063829787,0.9663865546218487,0.696969696969697,0.28452463566967384,0.1104129263913824,0.31831947527813476,0.1160354552780016
chelsea fc,33,26.9,24,13.59,448.55,3,44,83,2008,0.8930987821380243,0.75,1.0418280402788536,0.943859649122807,1.0619469026548671,0.7741935483870968,2.799752781211372,1.0,2.5022802520410696,1.0
manchester united,42,24.4,26,10.14,425.95,1,44,90,2008,1.1366711772665763,0.9545454545454546,0.9450038729666924,0.856140350877193,1.1504424778761062,0.8387096774193549,2.0889987639060568,0.7461368653421634,2.3762039312381975,0.9496154274885742
liverpool fc,33,25.3,27,10.39,342.85,2,50,86,2008,0.8930987821380243,0.75,0.9798605731990705,0.887719298245614,1.1946902654867255,0.8709677419354839,2.1405026782035437,0.764532744665195,1.912622415365691,0.7643518002452346
arsenal fc,41,22.6,31,7.6,311.45,4,31,72,2008,1.1096075778078485,0.9318181818181818,0.8752904725019365,0.7929824561403509,1.3716814159292035,1.0,1.5657189946435928,0.5592347314201619,1.7374544298254175,0.6943484561364396
tottenham hotspur,43,24.3,24,6.48,278.8,8,0,51,2008,1.1637347767253043,0.9772727272727273,0.941130906274206,0.8526315789473684,1.0619469026548671,0.7741935483870968,1.334981458590853,0.4768211920529802,1.555313196453127,0.6215583546984729
manchester city,39,25.1,27,6.62,258.35,10,8,50,2008,1.0554803788903924,0.8863636363636364,0.9721146398140976,0.880701754385965,1.1946902654867255,0.8709677419354839,1.3638236505974455,0.48712288447387786,1.441230861921325,0.5759670047932226
everton fc,32,25.3,16,5.95,190.33,5,18,63,2008,0.8660351826792962,0.7272727272727273,0.9798605731990705,0.887719298245614,0.7079646017699115,0.5161290322580645,1.2257931602801813,0.43782192788815305,1.0617746078942745,0.4243228179690113
aston villa,35,25.3,16,4.5,157.35,6,6,62,2008,0.9472259810554803,0.7954545454545454,0.9798605731990705,0.887719298245614,0.7079646017699115,0.5161290322580645,0.9270704573547589,0.33112582781456956,0.8777924370943312,0.3507970125961431
portsmouth fc,36,28.2,22,4.24,152.6,14,-19,41,2008,0.9742895805142083,0.8181818181818182,1.0921766072811774,0.9894736842105263,0.9734513274336283,0.7096774193548387,0.8735063864853729,0.31199411331861665,0.8512940953326656,0.34020733474529036
newcastle united,38,25.2,22,3.54,134.55,18,-19,34,2008,1.0284167794316643,0.8636363636363636,0.975987606506584,0.8842105263157894,0.9734513274336283,0.7096774193548387,0.7292954264524104,0.26048565121412803,0.7506003966383367,0.29996655891204993
west ham united,40,25.8,20,3.35,133.9,9,-3,51,2008,1.0825439783491204,0.9090909090909091,0.9992254066615027,0.9052631578947369,0.8849557522123893,0.6451612903225806,0.6901524515863205,0.246504782928624,0.7469743077656876,0.29851744510088063
sunderland afc,44,26.0,29,2.51,110.3,16,-20,36,2008,1.1907983761840324,1.0,1.0069713400464755,0.9122807017543859,1.2831858407079646,0.9354838709677419,0.5170992995467655,0.18469462840323767,0.6153193886972019,0.2459034667261175
wigan athletic,35,27.0,22,2.96,103.75,11,-11,45,2008,0.9472259810554803,0.7954545454545454,1.04570100697134,0.9473684210526315,0.9734513274336283,0.7096774193548387,0.6098063452822414,0.21780721118469462,0.5787795700574316,0.23130085832125738
blackburn rovers,36,26.7,27,2.53,91.2,15,-20,41,2008,0.9742895805142083,0.8181818181818182,1.0340821068938806,0.9368421052631579,1.1946902654867255,0.8709677419354839,0.5212196126905644,0.1861662987490802,0.5087681618239784,0.20332181473637276
middlesbrough fc,33,23.8,14,2.59,85.45,19,-29,32,2008,0.8930987821380243,0.75,0.9217660728117738,0.8350877192982457,0.6194690265486725,0.45161290322580644,0.5335805521219612,0.19058130978660778,0.4766912217966991,0.1905027310221826
fulham fc,38,26.8,24,2.21,83.85,7,5,53,2008,1.0284167794316643,0.8636363636363636,1.0379550735863672,0.9403508771929825,1.0619469026548671,0.7741935483870968,0.4552946023897816,0.1626195732155997,0.46776546457171697,0.1869356816408427
bolton wanderers,33,26.4,20,2.47,81.65,13,-12,41,2008,0.8930987821380243,0.75,1.0224632068164212,0.9263157894736842,0.8849557522123893,0.6451612903225806,0.5088586732591678,0.18175128771155263,0.4554925483873667,0.1820309887415004
west bromwich albion,35,25.4,25,1.89,66.1,20,-31,32,2008,0.9472259810554803,0.7954545454545454,0.9837335398915569,0.8912280701754386,1.1061946902654867,0.8064516129032258,0.38936959208899874,0.1390728476821192,0.36874534535707204,0.1473637275666035
hull city,35,28.5,17,1.85,64.7,17,-25,35,2008,0.9472259810554803,0.7954545454545454,1.1037955073586367,1.0,0.7522123893805309,0.5483870967741935,0.38112896580140093,0.13612950699043416,0.36093530778521277,0.14424255935793112
stoke city,38,27.4,19,1.67,63.45,12,-17,45,2008,1.0284167794316643,0.8636363636363636,1.0611928737412857,0.9614035087719298,0.8407079646017699,0.6129032258064516,0.3440461475072105,0.12288447387785136,0.3539620599531955,0.14145580202875935
chelsea fc,36,26.4,27,12.55,451.95,1,71,86,2009,0.9561752988047809,0.8,1.0113005171423097,0.9565217391304347,1.1587982832618025,0.8709677419354839,2.7288540987171124,1.0,2.5911666986776134,1.0
manchester united,40,25.5,25,9.62,384.88,2,58,85,2009,1.0624169986719787,0.8888888888888888,0.976824363148822,0.9239130434782609,1.0729613733905579,0.8064516129032258,2.0917590780604476,0.7665338645418326,2.2066340059454363,0.8515986281668326
liverpool fc,34,25.2,25,9.75,331.55,7,26,63,2009,0.903054448871182,0.7555555555555555,0.9653323118176594,0.9130434782608695,1.0729613733905579,0.8064516129032258,2.1200260926288323,0.7768924302788844,1.900876908831868,0.7335988494302468
arsenal fc,45,23.2,31,6.98,314.3,3,42,75,2009,1.1952191235059761,1.0,0.8887186362765753,0.8405797101449275,1.3304721030042919,1.0,1.5177212437486411,0.5561752988047809,1.8019774165159286,0.695430910498949
manchester city,40,25.6,25,7.81,312.5,5,28,67,2009,1.0624169986719787,0.8888888888888888,0.9806550469258764,0.927536231884058,1.0729613733905579,0.8064516129032258,1.6981952598390953,0.6223107569721115,1.7916574694916567,0.6914481690452484
tottenham hotspur,41,24.9,20,6.43,263.53,4,26,70,2009,1.0889774236387784,0.9111111111111111,0.9538402604864967,0.9021739130434782,0.8583690987124464,0.6451612903225806,1.3981300282670144,0.5123505976095617,1.5108975773924358,0.5830954751631817
everton fc,42,24.6,23,5.21,218.93,8,11,61,2009,1.1155378486055778,0.9333333333333333,0.9423482091553342,0.8913043478260869,0.9871244635193133,0.7419354838709677,1.1328549684714069,0.4151394422310757,1.2551922233465869,0.484411992477044
aston villa,31,27.1,14,5.4,167.38,6,13,64,2009,0.8233731739707836,0.6888888888888889,1.0381153035816895,0.9818840579710145,0.6008583690987124,0.45161290322580644,1.1741682974559686,0.4302788844621514,0.9596404071792431,0.3703507025113397
sunderland afc,38,26.1,26,3.46,131.58,13,-8,44,2009,1.0092961487383798,0.8444444444444444,0.9998084658111474,0.9456521739130435,1.1158798283261802,0.8387096774193549,0.7523374646662317,0.2756972111553785,0.7543881274742791,0.29113840026551613
west ham united,35,25.3,20,3.48,121.75,17,-19,35,2009,0.9296148738379815,0.7777777777777778,0.9691629955947136,0.9166666666666666,0.8583690987124464,0.6451612903225806,0.7566862361382909,0.27729083665338644,0.6980297501139494,0.2693882066600288
fulham fc,41,27.0,26,2.47,101.18,12,-7,46,2009,1.0889774236387784,0.9111111111111111,1.0342846198046352,0.9782608695652173,1.1158798283261802,0.8387096774193549,0.5370732767993042,0.19681274900398407,0.5800956888421307,0.22387432238079435
portsmouth fc,45,27.0,29,2.15,96.65,20,-32,19,2009,1.1952191235059761,1.0,1.0342846198046352,0.9782608695652173,1.2446351931330473,0.9354838709677419,0.4674929332463579,0.17131474103585656,0.5541238221643796,0.21385108972231442
blackburn rovers,35,26.8,29,2.62,91.63,10,-14,50,2009,0.9296148738379815,0.7777777777777778,1.0266232522505268,0.9710144927536232,1.2446351931330473,0.9354838709677419,0.5696890628397477,0.20876494023904382,0.5253426365744656,0.20274366633477153
bolton wanderers,32,26.9,18,2.68,85.8,14,-25,39,2009,0.849933598937583,0.7111111111111111,1.0304539360275808,0.9746376811594202,0.7725321888412017,0.5806451612903226,0.5827353772559252,0.21354581673306772,0.49191747482362924,0.1898440092930634
stoke city,39,27.0,18,2.07,80.7,11,-14,47,2009,1.0358565737051793,0.8666666666666667,1.0342846198046352,0.9782608695652173,0.7725321888412017,0.5806451612903226,0.45009784735812125,0.16494023904382468,0.4626776249215254,0.17855957517424495
wigan athletic,36,26.6,27,2.16,77.6,16,-42,36,2009,0.9561752988047809,0.8,1.0189618846964184,0.9637681159420289,1.1587982832618025,0.8709677419354839,0.4696673189823875,0.17211155378486057,0.44490438282416817,0.17170040933731606
hull city,37,27.6,23,1.98,73.2,19,-41,30,2009,0.9827357237715804,0.8222222222222222,1.0572687224669604,1.0,0.9871244635193133,0.7419354838709677,0.43052837573385516,0.15776892430278883,0.4196778456537257,0.161964819117159
birmingham city,36,27.1,19,1.93,69.65,9,-9,50,2009,0.9561752988047809,0.8,1.0381153035816895,0.9818840579710145,0.815450643776824,0.6129032258064516,0.4196564470537073,0.1537848605577689,0.39932461680030046,0.15410996791680498
wolverhampton wanderers,37,25.7,21,1.77,65.48,15,-24,38,2009,0.9827357237715804,0.8222222222222222,0.9844857307029304,0.931159420289855,0.9012875536480687,0.6774193548387096,0.38486627527723416,0.14103585657370518,0.3754167395274038,0.14488328354906518
burnley fc,33,26.5,20,1.46,48.15,18,-40,30,2009,0.8764940239043825,0.7333333333333333,1.015131200919364,0.9601449275362318,0.8583690987124464,0.6451612903225806,0.31746031746031744,0.11633466135458166,0.27605858289927443,0.10653833388649186
chelsea fc,33,25.9,23,12.85,424.1,2,36,71,2010,0.8753315649867374,0.7333333333333333,0.9927175162897662,0.8961937716262975,0.9871244635193133,0.7931034482758621,2.57,1.0,2.2478282300936554,1.0
manchester city,45,24.9,28,8.98,404.18,3,27,71,2010,1.1936339522546418,1.0,0.9543886546569568,0.8615916955017301,1.2017167381974247,0.9655172413793104,1.796,0.6988326848249028,2.142247616220829,0.9530299457675077
manchester united,43,25.7,29,9.02,388.0,1,41,80,2010,1.1405835543766578,0.9555555555555556,0.9850517439632044,0.889273356401384,1.2446351931330473,1.0,1.8039999999999998,0.7019455252918287,2.056489868607258,0.9148785663758547
liverpool fc,42,24.9,25,8.08,339.2,6,15,58,2010,1.1140583554376657,0.9333333333333333,0.9543886546569568,0.8615916955017301,1.0729613733905579,0.8620689655172413,1.616,0.6287937743190661,1.7978385655453144,0.7998113652440462
arsenal fc,34,24.8,27,9.53,324.0,4,29,68,2010,0.9018567639257293,0.7555555555555555,0.9505557684936758,0.8581314878892734,1.1587982832618025,0.9310344827586207,1.906,0.7416342412451361,1.7172750449194631,0.7639707616128272
tottenham hotspur,38,26.3,22,8.08,307.08,5,9,62,2010,1.0079575596816976,0.8444444444444444,1.0080490609428903,0.9100346020761246,0.944206008583691,0.7586206896551724,1.616,0.6287937743190661,1.627595125907002,0.7240745107286016
aston villa,39,26.7,21,5.2,202.8,9,-11,48,2010,1.0344827586206895,0.8666666666666667,1.023380605596014,0.9238754325259516,0.9012875536480687,0.7241379310344828,1.04,0.4046692607003891,1.074886972560701,0.4781891063428437
everton fc,32,25.4,21,5.76,184.48,7,6,54,2010,0.8488063660477453,0.7111111111111111,0.9735530854733615,0.8788927335640139,0.9012875536480687,0.7241379310344828,1.152,0.4482490272373541,0.9777867292800695,0.43499174722942696
sunderland afc,39,25.2,20,3.83,149.33,10,-11,47,2010,1.0344827586206895,0.8666666666666667,0.9658873131467997,0.8719723183391004,0.8583690987124464,0.6896551724137931,0.766,0.2980544747081712,0.7914835878327884,0.35211035133223295
west ham united,40,26.4,24,3.47,138.75,20,-27,33,2010,1.0610079575596816,0.8888888888888888,1.011881947106171,0.9134948096885813,1.0300429184549356,0.8275862068965517,0.6940000000000001,0.2700389105058366,0.7354071372918997,0.32716340485734496
newcastle united,38,25.2,17,3.14,119.48,12,-1,46,2010,1.0079575596816976,0.8444444444444444,0.9658873131467997,0.8719723183391004,0.7296137339055794,0.5862068965517241,0.628,0.24435797665369652,0.6332716739721527,0.2817260080169771
fulham fc,34,28.9,27,3.22,109.55,8,6,49,2010,0.9018567639257293,0.7555555555555555,1.1077041011881947,1.0,1.1587982832618025,0.9310344827586207,0.644,0.25058365758754864,0.5806403739843431,0.2583117189342136
bolton wanderers,34,26.9,18,2.95,100.15,14,-4,46,2010,0.9018567639257293,0.7555555555555555,1.0310463779225758,0.9307958477508651,0.7725321888412017,0.6206896551724138,0.5900000000000001,0.22957198443579768,0.5308181967551983,0.23614713510964394
birmingham city,34,27.3,20,2.81,95.38,18,-21,39,2010,0.9018567639257293,0.7555555555555555,1.0463779225756997,0.9446366782006921,0.8583690987124464,0.6896551724137931,0.562,0.21867704280155642,0.5055360919272173,0.22489978778589953
stoke city,33,28.5,20,2.86,94.45,13,-2,46,2010,0.8753315649867374,0.7333333333333333,1.092372556535071,0.986159169550173,0.8583690987124464,0.6896551724137931,0.572,0.222568093385214,0.500606876520504,0.2227069087479368
blackburn rovers,37,26.6,29,2.47,91.53,15,-13,43,2010,0.9814323607427055,0.8222222222222222,1.0195477194327331,0.9204152249134949,1.2446351931330473,1.0,0.49400000000000005,0.19221789883268484,0.48513020018974834,0.21582174015562366
west bromwich albion,37,25.8,24,2.35,86.88,11,-15,47,2010,0.9814323607427055,0.8222222222222222,0.9888846301264854,0.8927335640138409,1.0300429184549356,0.8275862068965517,0.47000000000000003,0.18287937743190663,0.4604841231561819,0.20485734496580993
wolverhampton wanderers,42,25.2,24,1.99,83.55,17,-20,40,2010,1.1140583554376657,0.9333333333333333,0.9658873131467997,0.8719723183391004,1.0300429184549356,0.8275862068965517,0.398,0.154863813229572,0.4428343518611763,0.19700542324923365
wigan athletic,35,25.5,24,2.3,80.5,16,-21,42,2010,0.9283819628647214,0.7777777777777778,0.9773859716366425,0.8823529411764707,1.0300429184549356,0.8275862068965517,0.45999999999999996,0.17898832684824903,0.42666864541980487,0.18981372317849562
blackpool fc,45,25.7,23,1.11,50.03,19,-23,39,2010,1.1936339522546418,1.0,0.9850517439632044,0.889273356401384,0.9871244635193133,0.7931034482758621,0.22200000000000003,0.08638132295719846,0.2651705879546936,0.11796746050459797
